,Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
24541,24542,8867649,78,1,single,rented,no,Industrial_Engineer,Dindigul,Tamil_Nadu,1,12,0
240320,240321,8596016,52,3,single,rented,yes,Design_Engineer,Bardhaman,West_Bengal,3,14,0
131717,131718,6565294,56,11,single,rented,no,Chemical_engineer,Baranagar,West_Bengal,11,14,0
139897,139898,6249961,71,16,single,rented,yes,Statistician,Tezpur,Assam,10,11,0
236668,236669,9611869,32,0,single,rented,no,Chemical_engineer,Gandhinagar,Gujarat,0,10,0
61017,61018,7859790,53,10,single,rented,yes,Hotel_Manager,Alappuzha,Kerala,9,10,0
206602,206603,3412117,76,3,single,rented,yes,Drafter,Jaunpur,Uttar_Pradesh,3,14,1
143192,143193,3895244,56,6,single,rented,yes,Aviator,Mysore[7][8][9],Karnataka,6,13,0
115104,115105,4205118,43,12,single,owned,no,Industrial_Engineer,Panihati,West_Bengal,4,14,0
105991,105992,1662818,64,18,single,rented,no,Industrial_Engineer,Arrah,Bihar,9,11,0
62281,62282,8689824,45,4,single,rented,no,Engineer,Guna,Madhya_Pradesh,3,10,0
225138,225139,5064310,59,15,single,rented,no,Librarian,Bangalore,Karnataka,9,10,0
219956,219957,994786,56,6,single,rented,no,Design_Engineer,Srinagar,Jammu_and_Kashmir,6,11,0
14829,14830,7364088,74,5,single,rented,no,Technical_writer,Imphal,Manipur,5,11,1
156287,156288,5633671,63,4,married,rented,no,Flight_attendant,Jammu[16],Jammu_and_Kashmir,3,11,0
22132,22133,346205,68,14,single,rented,no,Police_officer,Bhiwani,Haryana,6,13,0
222797,222798,5431286,42,12,single,norent_noown,no,Engineer,Gandhidham,Gujarat,10,11,0
58123,58124,6623565,42,16,single,rented,no,Biomedical_Engineer,Bhind,Madhya_Pradesh,5,13,0
162300,162301,7667495,24,3,married,rented,no,Petroleum_Engineer,Parbhani,Maharashtra,3,14,0
127584,127585,6716124,49,0,single,rented,no,Industrial_Engineer,Raiganj,West_Bengal,0,12,0
186556,186557,9602188,26,19,single,rented,yes,Analyst,Saharsa[29],Bihar,10,10,0
246634,246635,4975863,77,15,single,rented,no,Graphic_Designer,Mira-Bhayandar,Maharashtra,9,13,0
102801,102802,6668221,66,20,single,rented,no,Industrial_Engineer,Ambarnath,Maharashtra,11,11,0
9665,9666,1503033,72,19,married,rented,no,Software_Developer,Ghaziabad,Uttar_Pradesh,3,12,0
123127,123128,6270306,67,13,single,rented,yes,Financial_Analyst,Ambattur,Tamil_Nadu,13,13,0
5068,5069,8514369,21,5,single,rented,yes,Scientist,Udaipur,Rajasthan,4,13,1
195396,195397,2780592,47,16,single,rented,yes,Design_Engineer,Bhavnagar,Gujarat,4,13,0
118080,118081,1429614,73,6,single,rented,yes,Comedian,Madhyamgram,West_Bengal,6,14,0
149525,149526,8171627,67,15,single,rented,no,Biomedical_Engineer,Bidhannagar,West_Bengal,9,12,0
144250,144251,4038904,25,6,single,rented,yes,Architect,Siliguri,West_Bengal,6,12,1
21170,21171,2235378,30,19,single,rented,no,Physician,Erode[17],Tamil_Nadu,10,10,0
113871,113872,6118570,53,14,married,rented,no,Technology_specialist,Dehradun,Uttarakhand,14,13,0
187301,187302,9985964,28,8,married,rented,no,Psychologist,Kottayam,Kerala,8,13,1
34448,34449,9859799,70,1,single,rented,yes,Analyst,Pallavaram,Tamil_Nadu,1,11,0
34501,34502,9417795,46,8,single,owned,no,Technology_specialist,Akola,Maharashtra,8,11,0
241052,241053,1677264,23,7,single,rented,yes,Aviator,Sonipat,Haryana,7,11,0
67571,67572,5627580,33,2,single,rented,yes,Flight_attendant,Secunderabad,Telangana,2,13,0
9410,9411,5024402,35,10,single,rented,no,Dentist,Imphal,Manipur,6,13,0
39168,39169,3565306,68,0,single,rented,yes,Drafter,Giridih,Jharkhand,0,14,0
229042,229043,4263513,40,4,single,rented,yes,Aviator,Mango,Jharkhand,4,14,1
53173,53174,5510998,64,1,single,rented,yes,Architect,Haldia,West_Bengal,1,13,0
26557,26558,2235378,30,19,single,rented,no,Physician,Erode[17],Tamil_Nadu,10,10,0
6773,6774,6828373,69,13,single,rented,yes,Statistician,Amaravati,Andhra_Pradesh,3,13,0
10046,10047,6906444,52,15,single,rented,no,Magistrate,Thanjavur,Tamil_Nadu,12,14,0
52546,52547,8321716,58,10,single,rented,no,Mechanical_engineer,Jammu[16],Jammu_and_Kashmir,4,13,0
181780,181781,5787175,22,2,single,rented,no,Technology_specialist,Vadodara,Gujarat,2,14,0
144155,144156,6360531,50,14,single,rented,yes,Drafter,North_Dumdum,West_Bengal,8,13,0
10779,10780,5023035,26,10,single,rented,yes,Petroleum_Engineer,Madurai,Tamil_Nadu,9,13,0
149033,149034,8039588,41,2,single,rented,no,Air_traffic_controller,Gandhinagar,Gujarat,2,11,0
162003,162004,9397962,58,3,married,rented,no,Psychologist,Saharanpur,Uttar_Pradesh,3,14,0
29555,29556,9238134,78,2,single,rented,no,Chef,Erode[17],Tamil_Nadu,2,11,0
213071,213072,957774,23,6,single,rented,no,Technician,Gandhidham,Gujarat,6,10,0
153707,153708,6885928,79,15,married,rented,no,Air_traffic_controller,Madhyamgram,West_Bengal,13,13,0
206292,206293,5187612,39,6,single,rented,no,Software_Developer,Ongole,Andhra_Pradesh,6,12,0
107664,107665,1608421,31,14,single,rented,no,Analyst,Jehanabad[38],Bihar,5,11,0
184033,184034,976533,48,2,single,rented,no,Statistician,Bardhaman,West_Bengal,2,10,0
144394,144395,1548154,30,13,single,rented,no,Graphic_Designer,South_Dumdum,West_Bengal,4,12,0
240828,240829,8594305,34,0,single,rented,no,Consultant,Loni,Uttar_Pradesh,0,14,1
81840,81841,4505937,52,6,single,rented,no,Petroleum_Engineer,Mangalore,Karnataka,6,14,0
219325,219326,5468896,45,0,married,rented,yes,Civil_servant,Bhagalpur,Bihar,0,10,0
4900,4901,4536163,66,18,single,rented,no,Drafter,Guwahati,Assam,13,10,1
32083,32084,4804453,41,0,single,rented,no,Dentist,Bardhaman,West_Bengal,0,14,0
95568,95569,6676324,48,6,single,owned,yes,Mechanical_engineer,Vasai-Virar,Maharashtra,6,10,0
223066,223067,2990070,29,12,single,rented,no,Drafter,Miryalaguda,Telangana,9,13,1
14187,14188,1526173,35,19,single,rented,yes,Police_officer,Katni,Madhya_Pradesh,13,14,0
37644,37645,7048030,58,9,single,rented,no,Surgeon,Haridwar,Uttarakhand,9,12,0
184160,184161,6251533,50,16,single,rented,yes,Design_Engineer,Adoni,Andhra_Pradesh,4,11,0
58626,58627,8658313,44,2,single,rented,no,Psychologist,Chapra,Bihar,2,11,0
33523,33524,5765297,30,18,single,rented,yes,Biomedical_Engineer,Ajmer,Rajasthan,5,10,0
71855,71856,5294937,53,8,married,rented,no,Mechanical_engineer,Belgaum,Karnataka,8,12,1
22584,22585,9829765,31,14,single,rented,no,Physician,Dewas,Madhya_Pradesh,12,14,0
86226,86227,2261031,41,16,single,rented,yes,Fashion_Designer,Mango,Jharkhand,7,10,1
170004,170005,7566971,59,10,single,rented,no,Dentist,Mehsana,Gujarat,7,12,0
156510,156511,7738866,70,6,single,rented,no,Graphic_Designer,Ramgarh,Jharkhand,6,12,0
71792,71793,1337006,40,20,married,rented,no,Financial_Analyst,Bharatpur,Rajasthan,10,10,0
102377,102378,3160585,42,10,single,rented,no,Analyst,Srinagar,Jammu_and_Kashmir,8,10,0
71699,71700,5671193,30,20,single,rented,no,Surveyor,Bahraich,Uttar_Pradesh,11,14,1
76950,76951,5570090,74,1,single,rented,no,Politician,Bardhaman,West_Bengal,1,11,0
25745,25746,5734542,32,12,single,rented,no,Software_Developer,Unnao,Uttar_Pradesh,5,13,0
72591,72592,8570568,40,6,single,rented,no,Technician,Nangloi_Jat,Delhi,6,10,0
129139,129140,3957826,78,13,single,rented,no,Economist,Jhansi,Uttar_Pradesh,11,11,0
45788,45789,9238134,78,2,single,rented,no,Chef,Erode[17],Tamil_Nadu,2,11,0
152920,152921,54128,61,13,single,rented,no,Fashion_Designer,Ambala,Haryana,3,13,0
48084,48085,973275,72,18,single,rented,no,Statistician,Eluru[25],Andhra_Pradesh,3,11,0
251026,251027,6533148,79,15,married,rented,no,Army_officer,Alwar,Rajasthan,8,12,0
244166,244167,5529498,53,5,single,rented,no,Dentist,Bellary,Karnataka,5,10,1
93586,93587,3168211,44,5,single,rented,no,Chemical_engineer,Phusro,Jharkhand,5,14,0
225560,225561,3287101,56,19,single,rented,yes,Economist,Ghaziabad,Uttar_Pradesh,10,13,0
146266,146267,1604428,66,20,single,rented,no,Physician,Sambalpur,Odisha,12,14,1
238380,238381,3404515,72,7,single,rented,no,Firefighter,Saharsa[29],Bihar,6,12,0
117944,117945,4825118,52,1,single,rented,no,Magistrate,Danapur,Bihar,1,10,0
60116,60117,2087528,66,2,single,rented,no,Surgeon,Ulhasnagar,Maharashtra,2,12,0
235175,235176,2095675,22,17,single,rented,no,Computer_hardware_engineer,Indore,Madhya_Pradesh,8,10,0
15101,15102,254930,69,0,single,owned,no,Aviator,Nangloi_Jat,Delhi,0,11,0
23511,23512,1947449,42,8,single,rented,no,Mechanical_engineer,Bihar_Sharif,Bihar,8,11,0
228835,228836,4411771,77,8,single,rented,no,Analyst,Katni,Madhya_Pradesh,8,13,0
213318,213319,271512,54,5,single,owned,yes,Design_Engineer,Vijayawada,Andhra_Pradesh,5,14,0
164041,164042,6244146,71,2,single,owned,no,Aviator,Raichur,Karnataka,2,12,0
73324,73325,2393887,40,13,single,rented,no,Dentist,Ambattur,Tamil_Nadu,11,14,0
223827,223828,493886,38,12,single,rented,no,Hotel_Manager,Gulbarga,Karnataka,8,10,1
154079,154080,2504515,51,14,single,rented,yes,Microbiologist,Mathura,Uttar_Pradesh,7,12,0
78337,78338,9071461,63,18,married,rented,yes,Microbiologist,Satara,Maharashtra,8,13,0
250037,250038,1322644,55,5,single,rented,no,Army_officer,Bhiwandi,Maharashtra,5,10,0
317,318,4110066,43,0,single,rented,no,Designer,Amroha,Uttar_Pradesh,0,12,0
197511,197512,2393887,40,13,single,rented,no,Dentist,Ambattur,Tamil_Nadu,11,14,0
233030,233031,1844875,51,1,single,rented,no,Librarian,Karawal_Nagar,Delhi,1,10,1
129836,129837,7167762,49,14,single,rented,no,Firefighter,Bhopal,Madhya_Pradesh,12,14,0
132658,132659,9726951,72,11,single,rented,no,Computer_operator,Satna,Madhya_Pradesh,6,13,0
111074,111075,1638680,27,11,single,norent_noown,no,Statistician,Saharsa[29],Bihar,10,12,0
59611,59612,7525294,43,11,single,rented,yes,Magistrate,Siliguri,West_Bengal,4,14,0
110755,110756,4750625,21,8,single,rented,yes,Statistician,Maheshtala,West_Bengal,4,13,0
119046,119047,461499,68,2,married,rented,no,Official,Allahabad,Uttar_Pradesh[5],2,11,0
24606,24607,5156318,72,4,single,rented,no,Consultant,Tirunelveli,Tamil_Nadu,4,14,0
193776,193777,8557058,33,2,single,rented,no,Industrial_Engineer,Deoghar,Jharkhand,2,14,0
222645,222646,6241732,25,13,single,rented,no,Mechanical_engineer,Malegaon,Maharashtra,4,11,0
202831,202832,2929735,23,14,single,rented,no,Microbiologist,Davanagere,Karnataka,9,12,0
186947,186948,4334154,78,1,single,rented,no,Technical_writer,Bokaro,Jharkhand,1,13,0
42830,42831,3553290,50,8,single,rented,no,Technician,Phagwara,Punjab,8,11,0
181385,181386,7864739,61,10,single,rented,no,Physician,Phusro,Jharkhand,5,11,1
45056,45057,549784,63,4,single,owned,yes,Aviator,North_Dumdum,West_Bengal,4,13,0
72128,72129,2250273,42,16,single,rented,yes,Web_designer,Coimbatore,Tamil_Nadu,8,11,0
54738,54739,931235,71,0,single,rented,no,Flight_attendant,Giridih,Jharkhand,0,13,0
172040,172041,2267970,64,5,single,rented,no,Civil_engineer,Hindupur,Andhra_Pradesh,5,10,0
154419,154420,347356,76,7,single,rented,no,Surveyor,Kolkata,West_Bengal,6,11,0
222379,222380,3064468,53,4,single,rented,no,Physician,Vasai-Virar,Maharashtra,4,13,0
118934,118935,3775604,46,11,single,rented,no,Surgeon,Proddatur,Andhra_Pradesh,5,11,0
207209,207210,5792043,71,6,single,norent_noown,yes,Graphic_Designer,Panipat,Haryana,6,11,1
250078,250079,7828615,39,9,single,rented,no,Official,Ujjain,Madhya_Pradesh,4,13,0
4615,4616,8750833,50,19,single,rented,no,Engineer,Proddatur,Andhra_Pradesh,11,11,1
239994,239995,3127142,28,3,single,rented,no,Physician,Berhampur,Odisha,3,13,0
190677,190678,5846474,49,9,married,rented,yes,Secretary,Nandyal,Andhra_Pradesh,6,14,0
135932,135933,4136252,79,12,married,rented,yes,Fashion_Designer,Tumkur,Karnataka,12,14,0
194677,194678,2696703,57,14,single,rented,no,Chef,Begusarai,Bihar,14,12,0
22456,22457,8087598,44,18,single,rented,no,Chef,Noida,Uttar_Pradesh,14,11,0
126485,126486,5035598,38,18,single,rented,no,Army_officer,Berhampur,Odisha,14,14,0
13461,13462,6193538,73,10,single,rented,no,Technology_specialist,Muzaffarpur,Bihar,10,11,0
179635,179636,9777389,29,9,single,owned,no,Comedian,Kharagpur,West_Bengal,9,14,0
90326,90327,6044042,22,3,single,rented,yes,Aviator,Belgaum,Karnataka,3,10,0
174336,174337,3311941,60,19,single,owned,no,Civil_servant,Pali,Rajasthan,11,14,0
193068,193069,8531817,36,18,single,rented,yes,Engineer,Amravati,Maharashtra,14,14,0
96519,96520,9396804,66,8,married,rented,no,Industrial_Engineer,Bidhannagar,West_Bengal,8,10,0
72172,72173,4512216,76,18,single,rented,no,Drafter,Lucknow,Uttar_Pradesh,7,14,0
34544,34545,4445518,34,16,married,owned,no,Surveyor,Kurnool[18],Andhra_Pradesh,8,12,0
29537,29538,9215706,34,10,single,rented,yes,Designer,Sagar,Madhya_Pradesh,10,14,0
214511,214512,1138928,46,0,single,rented,no,Scientist,Dharmavaram,Andhra_Pradesh,0,13,0
150293,150294,7220808,71,1,single,rented,no,Financial_Analyst,Belgaum,Karnataka,1,10,0
54999,55000,1303616,21,3,single,rented,no,Computer_hardware_engineer,Raipur,Chhattisgarh,3,13,0
77555,77556,1687470,79,0,single,rented,no,Surgeon,Amroha,Uttar_Pradesh,0,10,0
176932,176933,4420138,62,4,single,rented,yes,Design_Engineer,Ratlam,Madhya_Pradesh,4,10,1
215377,215378,3941355,71,14,married,rented,no,Geologist,Noida,Uttar_Pradesh,12,10,1
240410,240411,175671,71,18,single,rented,no,Politician,Gaya,Bihar,4,10,0
250022,250023,343498,57,1,single,owned,no,Surveyor,Moradabad,Uttar_Pradesh,1,10,1
249084,249085,7968776,48,2,single,rented,yes,Designer,Malegaon,Maharashtra,2,14,0
186901,186902,5510769,41,19,single,rented,yes,Mechanical_engineer,Bardhaman,West_Bengal,8,12,0
114289,114290,156398,69,10,single,rented,yes,Technology_specialist,Bathinda,Punjab,7,14,0
196988,196989,5199470,28,16,single,rented,no,Politician,Kakinada,Andhra_Pradesh,4,14,0
14804,14805,2024262,62,3,single,rented,yes,Microbiologist,Pimpri-Chinchwad,Maharashtra,3,12,0
88635,88636,1369446,59,3,single,rented,no,Police_officer,Bathinda,Punjab,3,11,1
87497,87498,3204819,72,13,single,rented,no,Industrial_Engineer,Panihati,West_Bengal,12,14,0
30870,30871,9783770,68,4,single,rented,no,Artist,Satara,Maharashtra,4,10,0
8996,8997,8652362,57,3,single,rented,no,Scientist,Nashik,Maharashtra,3,14,0
175516,175517,6491605,24,15,single,rented,no,Police_officer,Nizamabad,Telangana,14,12,0
43768,43769,5082664,41,12,single,rented,yes,Police_officer,Barasat,West_Bengal,5,12,1
14490,14491,9851400,32,5,single,rented,yes,Chartered_Accountant,Bhiwandi,Maharashtra,4,13,0
122552,122553,1991945,78,11,single,rented,no,Civil_servant,Siwan[32],Bihar,9,11,0
44192,44193,6881187,23,18,single,rented,no,Technical_writer,Etawah,Uttar_Pradesh,11,10,0
48737,48738,665309,69,11,single,rented,no,Hotel_Manager,Ichalkaranji,Maharashtra,11,11,0
91691,91692,678684,67,1,single,rented,no,Magistrate,Kirari_Suleman_Nagar,Delhi,1,10,1
56679,56680,2628971,30,19,single,rented,no,Consultant,Guntur[13],Andhra_Pradesh,7,14,0
113397,113398,2241112,28,8,single,rented,no,Police_officer,Sirsa,Haryana,6,14,0
173457,173458,9420845,27,3,married,rented,no,Chef,Raichur,Karnataka,3,13,0
151357,151358,1882143,45,19,single,rented,yes,Magistrate,Farrukhabad,Uttar_Pradesh,4,14,0
44008,44009,8371842,66,15,single,owned,no,Comedian,Jalandhar,Punjab,4,11,1
186060,186061,6797003,73,19,single,rented,no,Financial_Analyst,Howrah,West_Bengal,6,12,0
183269,183270,4850381,69,6,single,rented,no,Web_designer,Hosur,Tamil_Nadu,6,11,0
56403,56404,814828,72,2,single,rented,no,Lawyer,Madhyamgram,West_Bengal,2,11,0
20388,20389,4347061,62,19,single,rented,yes,Surgeon,Bareilly,Uttar_Pradesh,6,11,0
54608,54609,8141031,23,17,single,rented,no,Secretary,Vijayanagaram,Andhra_Pradesh,3,11,0
37937,37938,1126863,43,1,single,rented,no,Mechanical_engineer,Vijayanagaram,Andhra_Pradesh,1,11,0
217333,217334,75519,49,19,single,rented,no,Civil_servant,Mehsana,Gujarat,11,14,0
246717,246718,7059281,35,13,single,rented,no,Computer_operator,Yamunanagar,Haryana,13,10,0
110273,110274,5569222,60,15,single,rented,no,Psychologist,Haldia,West_Bengal,13,11,0
108861,108862,3654298,78,18,single,rented,yes,Industrial_Engineer,Lucknow,Uttar_Pradesh,5,10,0
135083,135084,4432483,69,6,single,rented,no,Hotel_Manager,Kulti,West_Bengal,6,10,0
201641,201642,6184253,42,20,single,rented,no,Chemical_engineer,Sonipat,Haryana,12,13,0
17612,17613,9409703,53,16,married,rented,no,Dentist,Chapra,Bihar,14,12,0
65299,65300,8737689,65,10,married,rented,yes,Industrial_Engineer,Maheshtala,West_Bengal,9,14,0
37412,37413,8076327,22,12,single,rented,no,Scientist,Adoni,Andhra_Pradesh,7,11,1
246665,246666,1559280,56,20,single,rented,yes,Drafter,Mangalore,Karnataka,11,14,0
163348,163349,2946448,63,0,single,rented,no,Dentist,Munger,Bihar,0,13,1
238023,238024,2667144,60,15,married,rented,yes,Secretary,Eluru[25],Andhra_Pradesh,8,10,0
215236,215237,8098496,77,15,single,rented,no,Army_officer,Nagaon,Assam,11,10,1
123577,123578,7102815,30,13,single,rented,no,Army_officer,Muzaffarnagar,Uttar_Pradesh,13,13,1
84657,84658,5465826,73,18,single,rented,no,Official,Gandhidham,Gujarat,3,12,0
141996,141997,8508480,46,0,single,rented,no,Biomedical_Engineer,Kulti,West_Bengal,0,10,0
89819,89820,228774,60,10,single,rented,yes,Graphic_Designer,Tiruvottiyur,Tamil_Nadu,6,12,0
12935,12936,4728760,38,6,single,rented,no,Aviator,Eluru[25],Andhra_Pradesh,3,12,0
234478,234479,4960824,59,19,single,rented,no,Artist,Tadipatri,Andhra_Pradesh,5,11,1
39605,39606,2716181,76,8,single,rented,no,Surgeon,Mahbubnagar,Telangana,8,11,1
133997,133998,2805855,42,7,single,rented,no,Civil_engineer,Thane,Maharashtra,7,11,0
40328,40329,6052742,34,14,single,rented,yes,Petroleum_Engineer,Raurkela_Industrial_Township,Odisha,8,10,0
102412,102413,661426,64,7,single,rented,no,Magistrate,Guna,Madhya_Pradesh,7,13,0
187331,187332,9045432,49,3,single,rented,no,Engineer,Sultan_Pur_Majra,Delhi,3,10,0
184969,184970,5844298,62,5,single,rented,no,Magistrate,Gulbarga,Karnataka,5,10,0
122380,122381,4316721,78,15,single,rented,no,Computer_operator,Moradabad,Uttar_Pradesh,14,12,1
153818,153819,1175014,72,7,married,rented,no,Technician,"Khora,_Ghaziabad",Uttar_Pradesh,7,14,0
12303,12304,6171221,56,18,single,rented,no,Graphic_Designer,Bareilly,Uttar_Pradesh,9,10,0
241061,241062,7245512,65,14,single,rented,no,Librarian,Korba,Chhattisgarh,5,10,1
22036,22037,2889903,27,0,single,rented,no,Flight_attendant,Kolkata,West_Bengal,0,12,0
211592,211593,2876720,65,15,single,rented,no,Fashion_Designer,Durg,Chhattisgarh,4,14,0
139073,139074,508609,34,20,single,rented,no,Flight_attendant,Pimpri-Chinchwad,Maharashtra,9,10,0
194664,194665,9510775,48,3,single,rented,no,Petroleum_Engineer,Jehanabad[38],Bihar,3,14,0
65,66,9822116,27,12,single,rented,no,Artist,Haridwar,Uttarakhand,12,13,0
144010,144011,6650638,47,19,single,rented,yes,Technical_writer,Anand,Gujarat,12,13,0
79627,79628,5841051,40,5,single,rented,no,Police_officer,Gandhidham,Gujarat,5,13,0
91327,91328,4609641,26,17,single,rented,no,Comedian,Satna,Madhya_Pradesh,9,10,1
111767,111768,9261400,40,17,single,rented,no,Industrial_Engineer,Guntakal,Andhra_Pradesh,10,12,0
169934,169935,8453618,47,4,single,rented,no,Consultant,Kamarhati,West_Bengal,4,12,0
162887,162888,4660286,60,6,single,rented,no,Civil_servant,Allahabad,Uttar_Pradesh[5],6,11,0
35023,35024,2442525,54,18,single,norent_noown,no,Technology_specialist,Salem,Tamil_Nadu,4,14,0
231869,231870,2556162,27,20,single,rented,no,Analyst,Agartala,Tripura,4,14,0
107507,107508,1303701,34,20,single,rented,no,Psychologist,Firozabad,Uttar_Pradesh,3,13,0
145247,145248,8378553,50,15,single,rented,no,Chartered_Accountant,Nagpur,Maharashtra,6,13,1
140528,140529,9899664,45,5,single,rented,no,Software_Developer,Bidhannagar,West_Bengal,5,10,0
242524,242525,9378369,47,10,married,rented,no,Petroleum_Engineer,Nangloi_Jat,Delhi,6,12,0
70410,70411,3562528,58,9,single,rented,no,Microbiologist,Madanapalle,Andhra_Pradesh,9,11,0
243731,243732,7930682,47,19,single,rented,yes,Fashion_Designer,Nagercoil,Tamil_Nadu,11,10,1
76259,76260,1112644,23,16,single,rented,yes,Official,Navi_Mumbai,Maharashtra,6,10,0
65778,65779,2876720,65,15,single,rented,no,Fashion_Designer,Durg,Chhattisgarh,4,14,0
59901,59902,1000979,41,19,single,rented,yes,Physician,Tezpur,Assam,5,13,0
200560,200561,6851175,23,14,single,rented,yes,Firefighter,Satara,Maharashtra,8,14,0
178539,178540,8927753,25,17,single,rented,yes,Comedian,Raipur,Chhattisgarh,13,13,1
167210,167211,676370,69,11,single,rented,yes,Graphic_Designer,Ambattur,Tamil_Nadu,11,12,0
14481,14482,6735205,26,17,married,rented,no,Surveyor,Tirunelveli,Tamil_Nadu,5,13,0
50572,50573,6623361,76,3,single,rented,no,Financial_Analyst,Mango,Jharkhand,3,13,0
38275,38276,1000979,41,19,single,rented,yes,Physician,Tezpur,Assam,5,13,0
47543,47544,6259059,70,8,married,rented,yes,Civil_servant,Chandigarh_city,Chandigarh,8,10,1
151075,151076,4657255,28,16,single,rented,no,Fashion_Designer,Giridih,Jharkhand,7,14,1
139502,139503,2180261,78,1,single,rented,yes,Analyst,Anantapuram[24],Andhra_Pradesh,1,12,0
8948,8949,9088666,45,11,single,rented,no,Comedian,Imphal,Manipur,11,12,1
88283,88284,2889975,29,4,single,rented,no,Lawyer,Kishanganj[35],Bihar,4,13,0
10284,10285,9684725,42,8,single,rented,no,Chef,Munger,Bihar,3,13,0
118096,118097,6315861,25,11,single,rented,no,Surveyor,Kochi,Kerala,5,14,0
32305,32306,6198292,78,17,single,rented,no,Psychologist,Mangalore,Karnataka,7,11,0
235467,235468,9884231,50,13,single,rented,no,Analyst,Kakinada,Andhra_Pradesh,13,10,0
109460,109461,9951774,40,12,single,rented,no,Hotel_Manager,Secunderabad,Telangana,7,12,0
98104,98105,3546473,39,5,single,rented,yes,Petroleum_Engineer,Udaipur,Rajasthan,3,10,0
41148,41149,9791269,51,7,single,rented,no,Computer_hardware_engineer,Asansol,West_Bengal,6,10,0
186723,186724,7377482,31,5,single,rented,yes,Design_Engineer,Kavali,Andhra_Pradesh,5,10,0
148823,148824,5005660,23,1,single,rented,no,Drafter,Hubliâ€“Dharwad,Karnataka,1,14,0
159327,159328,7692135,40,1,single,rented,yes,Comedian,Navi_Mumbai,Maharashtra,1,12,0
211989,211990,2890690,24,19,single,rented,yes,Civil_servant,Pudukkottai,Tamil_Nadu,13,13,0
48267,48268,1397357,51,11,married,rented,no,Software_Developer,Haldia,West_Bengal,10,10,0
198446,198447,97034,34,4,single,rented,yes,Mechanical_engineer,Vijayanagaram,Andhra_Pradesh,4,11,0
189909,189910,2740278,65,4,single,rented,no,Civil_engineer,Thane,Maharashtra,4,10,0
102211,102212,8374247,25,20,single,norent_noown,no,Fashion_Designer,Tumkur,Karnataka,4,11,0
51233,51234,3125040,56,12,single,rented,no,Drafter,Sirsa,Haryana,11,13,0
66272,66273,4539410,35,5,single,owned,no,Software_Developer,Parbhani,Maharashtra,5,12,0
201599,201600,4572556,38,5,single,rented,no,Petroleum_Engineer,Arrah,Bihar,5,12,0
11372,11373,8669868,63,10,single,rented,no,Surgeon,Kozhikode,Kerala,6,11,0
220300,220301,9925346,64,10,single,rented,no,Flight_attendant,Davanagere,Karnataka,9,14,0
236816,236817,5734619,48,18,single,rented,no,Engineer,Ambarnath,Maharashtra,13,11,1
200594,200595,8304718,78,0,single,rented,no,Civil_servant,Bally,West_Bengal,0,13,0
152035,152036,2157311,78,14,single,rented,no,Chef,Sonipat,Haryana,6,12,0
95108,95109,2625246,30,19,single,rented,yes,Fashion_Designer,Proddatur,Andhra_Pradesh,7,12,0
88739,88740,3318935,57,16,single,rented,no,Engineer,Berhampore,West_Bengal,4,10,0
119925,119926,8259419,36,12,single,rented,yes,Police_officer,Berhampur,Odisha,5,14,0
211141,211142,1066119,69,16,single,rented,yes,Technician,Gorakhpur,Uttar_Pradesh,12,11,1
55852,55853,5865272,61,18,single,rented,no,Artist,Amravati,Maharashtra,9,11,0
8911,8912,5489333,45,14,single,rented,no,Drafter,Akola,Maharashtra,12,14,0
103641,103642,4597007,48,0,single,rented,no,Consultant,Mahbubnagar,Telangana,0,10,0
37869,37870,4195266,40,20,married,rented,no,Web_designer,Ajmer,Rajasthan,14,14,0
63223,63224,9559020,36,12,single,rented,yes,Secretary,Serampore,West_Bengal,12,10,1
220317,220318,8918383,56,20,single,rented,yes,Technical_writer,Ratlam,Madhya_Pradesh,7,11,0
11967,11968,5636495,57,17,single,rented,no,Comedian,Adoni,Andhra_Pradesh,10,12,0
52346,52347,7167091,51,19,single,rented,yes,Army_officer,Barasat,West_Bengal,6,11,1
229831,229832,7106831,57,15,single,rented,no,Politician,Kumbakonam,Tamil_Nadu,6,12,0
85214,85215,7257940,37,17,single,rented,no,Design_Engineer,Kanpur,Uttar_Pradesh,7,10,0
82811,82812,9700230,55,20,single,rented,no,Lawyer,Nagpur,Maharashtra,8,13,1
147706,147707,3198849,74,3,single,owned,no,Scientist,Jodhpur,Rajasthan,3,10,0
108805,108806,4701745,32,18,single,rented,yes,Technology_specialist,Ajmer,Rajasthan,11,14,0
212927,212928,4415868,48,1,single,rented,no,Surgeon,Ballia,Uttar_Pradesh,1,14,0
4004,4005,2069927,48,14,single,rented,yes,Petroleum_Engineer,Tenali,Andhra_Pradesh,9,10,0
176417,176418,6569934,72,9,single,rented,yes,Comedian,Panipat,Haryana,3,14,1
100480,100481,5258493,38,8,single,rented,no,Microbiologist,Kanpur,Uttar_Pradesh,6,12,0
35958,35959,4461655,35,9,single,rented,yes,Design_Engineer,Srikakulam,Andhra_Pradesh,9,14,1
62620,62621,6912450,23,17,single,rented,no,Technical_writer,Anantapuram[24],Andhra_Pradesh,10,14,0
208472,208473,267701,65,19,single,rented,yes,Politician,Sambhal,Uttar_Pradesh,9,13,0
